"location","latitude","longitude","population","area","density","densityClass"
"Saint-Brice-sous-Foret","48.9992","2.3578",14393,"6.0",2399,"1000<d<5000"
"Talant","47.3372","5.0064",11750,"4.9",2398,"1000<d<5000"
"Bures-sur-Yvette","48.6969","2.1639",9994,"4.17",2397,"1000<d<5000"
"Fontenay-le-Fleury","48.8144","2.0494",12958,"5.43",2386,"1000<d<5000"
"Le Grand-Quevilly","49.4072","1.0531",26497,"11.11",2385,"1000<d<5000"
"Jœuf","49.2306","6.0097",7453,"3.18",2344,"1000<d<5000"
"Epinay-sur-Orge","48.6726","2.3239",10376,"4.44",2337,"1000<d<5000"
"Valenton","48.745","2.4672",12382,"5.31",2332,"1000<d<5000"
"Chartres","48.456","1.484",39273,"16.85",2331,"1000<d<5000"
"Soissons","49.3817","3.3236",28309,"12.32",2298,"1000<d<5000"
"Persan","49.1542","2.2719",11809,"5.14",2297,"1000<d<5000"
"Wattignies","50.5856","3.0439",14440,"6.31",2288,"1000<d<5000"
"Maurepas","48.76","1.95",19009,"8.32",2285,"1000<d<5000"
"Beuvrages","50.3867","3.5064",6834,"3.0",2278,"1000<d<5000"
"Huningue","47.5919","7.5844",6503,"2.86",2274,"1000<d<5000"
"Boussy-Saint-Antoine","48.6886","2.5298",6585,"2.9",2271,"1000<d<5000"
"Lons-le-Saunier","46.6753","5.5544",17353,"7.68",2260,"1000<d<5000"
"Pierre-Benite","45.7044","4.825",10071,"4.48",2248,"1000<d<5000"
"Saint-Etienne","45.4347","4.3903",178530,"79.97",2232,"1000<d<5000"
"Marquette-lez-Lille","50.6764","3.0667",10822,"4.86",2227,"1000<d<5000"
"Bastia","42.7008","9.4503",43008,"19.38",2219,"1000<d<5000"
"Trappes","48.7775","2.0025",29817,"13.47",2214,"1000<d<5000"
"Guyancourt","48.7714","2.0739",28670,"13.0",2205,"1000<d<5000"
"Velizy-Villacoublay","48.7834","2.1834",20030,"9.09",2204,"1000<d<5000"
"Villeneuve-le-Roi","48.7333","2.4167",18503,"8.4",2203,"1000<d<5000"
"Moulins","46.5653","3.3333",18959,"8.61",2202,"1000<d<5000"
"Craponne","45.74","4.72",10165,"4.62",2200,"1000<d<5000"
"Rodez","44.3506","2.575",24540,"11.18",2195,"1000<d<5000"
"Vaires-sur-Marne","48.8667","2.65",13200,"6.02",2193,"1000<d<5000"
"Biarritz","43.48","-1.56",25397,"11.66",2178,"1000<d<5000"
"Calais","50.9481","1.85639",72589,"33.5",2167,"1000<d<5000"
"Saint-Sebastien-sur-Loire","47.2081","-1.5014",25223,"11.66",2163,"1000<d<5000"
"Eybens","45.1494","5.7508",9728,"4.5",2162,"1000<d<5000"
"Herblay","48.9908","2.1664",27378,"12.74",2149,"1000<d<5000"
"Aix-les-Bains","45.6885","5.9153",27095,"12.62",2147,"1000<d<5000"
"Vesoul","47.6231","6.1558",19404,"9.07",2139,"1000<d<5000"
"Thonon-les-Bains","46.3627","6.475",34661,"16.21",2138,"1000<d<5000"
"Guingamp","48.5633","-3.15",7235,"3.41",2122,"1000<d<5000"
"Savigny-le-Temple","48.5841","2.5832",25398,"11.97",2122,"1000<d<5000"
"Bayonne","43.49","-1.48",45855,"21.68",2115,"1000<d<5000"
"Talange","49.2372","6.175",7782,"3.7",2103,"1000<d<5000"
"Ecully","45.7753","4.7783",17742,"8.45",2100,"1000<d<5000"
"Saint-Brieuc","48.5136","-2.7653",45879,"21.88",2097,"1000<d<5000"
"Acheres","48.9602","2.0684",19733,"9.44",2090,"1000<d<5000"
"Orsay","48.6993","2.1875",16638,"7.97",2088,"1000<d<5000"
"Rillieux-la-Pape","45.8214","4.8983",30140,"14.48",2081,"1000<d<5000"
"Carrieres-sous-Poissy","48.9486","2.0394",14943,"7.19",2078,"1000<d<5000"
"Dunkerque","51.0383","2.3775",90995,"43.89",2073,"1000<d<5000"
"Vaulx-en-Velin","45.7768","4.9186",43394,"20.95",2071,"1000<d<5000"
"Menton","43.775","7.5",29073,"14.05",2069,"1000<d<5000"
"Outreau","50.7044","1.5947",14650,"7.09",2066,"1000<d<5000"
"Montgeron","48.7039","2.4605",23163,"11.22",2064,"1000<d<5000"
"Fleury-les-Aubrais","47.9512","1.8745",20843,"10.12",2060,"1000<d<5000"
"Dammarie-les-Lys","48.5177","2.6402",21081,"10.24",2059,"1000<d<5000"
"Montlhery","48.6392","2.2722",6731,"3.28",2052,"1000<d<5000"
"Montesson","48.9085","2.1496",15011,"7.36",2040,"1000<d<5000"
"Hem","50.6558","3.1886",19675,"9.65",2039,"1000<d<5000"
"Vallauris","43.5805","7.0538",26595,"13.04",2039,"1000<d<5000"
"Nevers","46.9933","3.1572",35327,"17.33",2038,"1000<d<5000"
"Pont-de-Cheruy","45.7514","5.1736",5104,"2.51",2033,"1000<d<5000"
"Carnoux-en-Provence","43.2564","5.5644",6999,"3.45",2029,"1000<d<5000"
"Champagne-au-Mont-d'Or","45.795","4.791",5245,"2.59",2025,"1000<d<5000"
"Rive-de-Gier","45.5303","4.6178",14831,"7.33",2023,"1000<d<5000"
"Herouville-Saint-Clair","49.2044","-0.3253",21411,"10.64",2012,"1000<d<5000"
"Fontaine-les-Dijon","47.3433","5.0206",9009,"4.49",2006,"1000<d<5000"
"Illzach","47.7831","7.3486",15015,"7.5",2002,"1000<d<5000"
"Grenay","50.4528","2.7439",6427,"3.22",1996,"1000<d<5000"
"Mallemort","43.7317","5.1803",56197,"28.16",1996,"1000<d<5000"
"Pont-de-Claix","45.1289","5.6989",11152,"5.6",1991,"1000<d<5000"
"Evian-les-Bains","46.3833","6.5833",8527,"4.3",1983,"1000<d<5000"
"Aucamville","43.6697","1.4311",7817,"3.96",1974,"1000<d<5000"
"Saint-Andre-les-Vergers","48.2806","4.0547",11528,"5.86",1967,"1000<d<5000"
"Saint-Priest-en-Jarez","45.475","4.3789",6022,"3.07",1962,"1000<d<5000"
"Le Mesnil-le-Roi","48.9375","2.1275",6386,"3.27",1953,"1000<d<5000"
"Bayeux","49.2794","-0.7028",13888,"7.11",1953,"1000<d<5000"
"Chenove","47.2917","5.0081",14481,"7.42",1952,"1000<d<5000"
"Coulaines","48.0267","0.2042",7667,"3.93",1951,"1000<d<5000"
"Kingersheim","47.7922","7.3386",12949,"6.69",1936,"1000<d<5000"
"Ferney-Voltaire","46.2558","6.1081",9250,"4.78",1935,"1000<d<5000"
"Angouleme","45.65","0.16",42242,"21.85",1933,"1000<d<5000"
"Darnetal","49.4453","1.1519",9515,"4.93",1930,"1000<d<5000"
"Evreux","49.02","1.15",50777,"26.45",1920,"1000<d<5000"
"Fougeres","48.3525","-1.20944",20040,"10.46",1916,"1000<d<5000"
"Noyelles-sous-Lens","50.4311","2.8736",7079,"3.72",1903,"1000<d<5000"
"Saint-Ouen-l'Aumone","49.0447","2.1111",23154,"12.21",1896,"1000<d<5000"
"Nilvange","49.3428","6.0508",5286,"2.81",1881,"1000<d<5000"
"Bussy-Saint-Georges","48.8422","2.6983",25135,"13.39",1877,"1000<d<5000"
"Clermont","49.3797","2.4133",10862,"5.81",1870,"1000<d<5000"
"Floirac","44.8375","-0.5247",16029,"8.59",1866,"1000<d<5000"
"Bonsecours","49.43","1.13",7003,"3.76",1863,"1000<d<5000"
"Cambrai","50.1767","3.2356",33716,"18.12",1861,"1000<d<5000"
"Firminy","45.3889","4.2878",19297,"10.45",1847,"1000<d<5000"
"Montlucon","46.3408","2.6033",38072,"20.67",1842,"1000<d<5000"
"Domont","49.0283","2.3275",15339,"8.33",1841,"1000<d<5000"
"Montereau-Fault-Yonne","48.3853","2.9508",16682,"9.1",1833,"1000<d<5000"
"Auchel","50.5086","2.4744",10991,"6.0",1832,"1000<d<5000"
"Gif-sur-Yvette","48.7018","2.1339",21248,"11.6",1832,"1000<d<5000"
"Bruay-sur-l’Escaut","50.3989","3.5403",12238,"6.7",1827,"1000<d<5000"
"Les Sables-d'Olonne","46.4972","-1.7833",16105,"8.83",1824,"1000<d<5000"
"Waziers","50.387","3.113",7910,"4.34",1823,"1000<d<5000"
"Draveil","48.6852","2.408",28647,"15.75",1819,"1000<d<5000"
"Ezanville","49.0286","2.3617",9438,"5.19",1818,"1000<d<5000"
"Boissy-Saint-Leger","48.7511","2.5106",16248,"8.94",1817,"1000<d<5000"
"Chalons-en-Champagne","48.9575","4.365",47339,"26.05",1817,"1000<d<5000"
"Tomblaine","48.6833","6.2167",10078,"5.55",1816,"1000<d<5000"
"Hendaye","43.36","-1.77",14437,"8.0",1805,"1000<d<5000"
"L'Union","43.6575","1.4853",12194,"6.77",1801,"1000<d<5000"
"Avranches","48.685","-1.3556",8090,"4.5",1798,"1000<d<5000"
"Carbon-Blanc","44.8958","-0.5053",6936,"3.86",1797,"1000<d<5000"
"Limoges","45.8353","1.2625",139026,"77.45",1795,"1000<d<5000"
"L'Arbresle","45.8364","4.6178",6020,"3.36",1792,"1000<d<5000"
"Oignies","50.47","2.9944",9877,"5.52",1789,"1000<d<5000"
"Ramonville-Saint-Agne","43.5434","1.4787",11554,"6.46",1789,"1000<d<5000"
"Besancon","47.2431","6.0219",116353,"65.05",1789,"1000<d<5000"
"Leers","50.6825","3.2447",9651,"5.4",1787,"1000<d<5000"
"Esbly","48.9067","2.8125",5570,"3.12",1785,"1000<d<5000"
"Grand-Fort-Philippe","50.99","2.11",5582,"3.13",1783,"1000<d<5000"
"Maubeuge","50.2775","3.9734",33546,"18.85",1780,"1000<d<5000"
"La Penne-sur-Huveaune","43.2806","5.5158",6314,"3.56",1774,"1000<d<5000"
"Ales","44.1281","4.0817",41031,"23.16",1772,"1000<d<5000"
"Thorigny-sur-Marne","48.8844","2.7142",9150,"5.17",1770,"1000<d<5000"
"Andresy","48.9817","2.0592",12233,"6.91",1770,"1000<d<5000"
"Sete","43.4053","3.6975",42786,"24.21",1767,"1000<d<5000"
"Auray","47.6686","-2.9814",12187,"6.91",1764,"1000<d<5000"
"Riedisheim","47.7489","7.3675",12253,"6.96",1760,"1000<d<5000"
"Chateauroux","46.8103","1.6911",44960,"25.54",1760,"1000<d<5000"
"Cluses","46.0611","6.5794",18337,"10.45",1755,"1000<d<5000"
"Denain","50.3294","3.3958",20100,"11.52",1745,"1000<d<5000"
"La Bassee","50.5342","2.8081",6166,"3.54",1742,"1000<d<5000"
"Montbeliard","47.51","6.8",26084,"15.01",1738,"1000<d<5000"
"Perpignan","42.6986","2.8956",118238,"68.07",1737,"1000<d<5000"
"Maxeville","48.7122","6.1639",9729,"5.63",1728,"1000<d<5000"
"L'Isle-d'Abeau","45.6233","5.2305",15734,"9.11",1727,"1000<d<5000"
"Plaisir","48.8183","1.9472",31952,"18.68",1710,"1000<d<5000"
"Valence","44.9333","4.8917",62481,"36.69",1703,"1000<d<5000"
"Lisieux","49.15","0.23",22109,"13.07",1692,"1000<d<5000"
"Terville","49.3453","6.1347",6469,"3.83",1689,"1000<d<5000"
"Audincourt","47.4836","6.8403",14787,"8.76",1688,"1000<d<5000"
"Bourg-en-Bresse","46.2056","5.2289",40203,"23.86",1685,"1000<d<5000"
"Montaigu","46.9736","-1.3086",5098,"3.03",1683,"1000<d<5000"
"Saint-Jean","43.6664","1.5058",9968,"5.94",1678,"1000<d<5000"
"Fouquieres-les-Lens","50.4294","2.9136",6939,"4.14",1676,"1000<d<5000"
"Villecresnes","48.7214","2.5342",9401,"5.62",1673,"1000<d<5000"
"La Garde","43.1256","6.0108",26005,"15.54",1673,"1000<d<5000"
"Le Relecq-Kerhuon","48.4092","-4.3956",10743,"6.43",1671,"1000<d<5000"
"Verneuil-sur-Seine","48.9806","1.9747",15733,"9.43",1668,"1000<d<5000"
"La Tour-du-Pin","45.565","5.4444",7927,"4.77",1662,"1000<d<5000"
"Francheville","45.7372","4.7642",13599,"8.18",1662,"1000<d<5000"
"Halluin","50.7836","3.1256",20780,"12.56",1654,"1000<d<5000"
"Roissy-en-Brie","48.7906","2.6519",22559,"13.65",1653,"1000<d<5000"
"Guilherand-Granges","44.9353","4.8756",10791,"6.55",1647,"1000<d<5000"
"Hagondange","49.255","6.1686",9053,"5.5",1646,"1000<d<5000"
"Le Pontet","43.965","4.8606",17604,"10.77",1635,"1000<d<5000"
"Vaujours","48.9333","2.5667",6172,"3.78",1633,"1000<d<5000"
"Saint-Nicolas","50.3031","2.7781",5205,"3.19",1632,"1000<d<5000"
"Vannes","47.6559","-2.7603",52648,"32.3",1630,"1000<d<5000"
"Beauvais","49.4303","2.0952",54289,"33.31",1630,"1000<d<5000"
"Villeneuve-Tolosane","43.5247","1.3425",8261,"5.08",1626,"1000<d<5000"
"Pfastatt","47.7697","7.3025",8500,"5.24",1622,"1000<d<5000"
"Freyming-Merlebach","49.1425","6.7997",14691,"9.06",1622,"1000<d<5000"
"Grigny","45.6092","4.7906",9245,"5.75",1608,"1000<d<5000"
"Beaumont-sur-Oise","49.1431","2.2872",8993,"5.6",1606,"1000<d<5000"
"La Montagne","47.1833","-1.6833",5841,"3.64",1605,"1000<d<5000"
"Bully-les-Mines","50.4425","2.7253",12237,"7.66",1598,"1000<d<5000"
"Saintry-sur-Seine","48.5962","2.4929",5253,"3.29",1597,"1000<d<5000"
"Saint-Genis-Laval","45.696","4.793",20632,"12.92",1597,"1000<d<5000"
"Ville-la-Grand","46.2031","6.2475",7160,"4.49",1595,"1000<d<5000"
"Colomiers","43.6139","1.3367",33200,"20.83",1594,"1000<d<5000"
"Neuves-Maisons","48.6169","6.1044",7067,"4.44",1592,"1000<d<5000"
"Bretigny-sur-Orge","48.6114","2.3059",23165,"14.56",1591,"1000<d<5000"
"Charleville-Mezieres","49.7719","4.7161",49975,"31.44",1590,"1000<d<5000"
"Tremblay-en-France","48.95","2.5722",35665,"22.44",1589,"1000<d<5000"
"Mericourt","50.4031","2.8667",11938,"7.53",1585,"1000<d<5000"
"Loison-sous-Lens","50.4389","2.8533",5586,"3.55",1574,"1000<d<5000"
"Eysines","44.8853","-0.65",18747,"12.01",1561,"1000<d<5000"
"Heillecourt","48.6531","6.195",5691,"3.65",1559,"1000<d<5000"
"Arcachon","44.65","-1.17",11789,"7.56",1559,"1000<d<5000"
"Verrieres-le-Buisson","48.7464","2.2674",15418,"9.91",1556,"1000<d<5000"
"Montevrain","48.875","2.7456",8469,"5.45",1554,"1000<d<5000"
"Luisant","48.4325","1.4772",6858,"4.43",1548,"1000<d<5000"
"Villefontaine","45.6142","5.1494",18009,"11.63",1548,"1000<d<5000"
"Saint-Etienne-du-Rouvray","49.3786","1.105",28258,"18.25",1548,"1000<d<5000"
"Aniche","50.3306","3.24541",10079,"6.52",1546,"1000<d<5000"
"Courtry","48.9175","2.6031",6426,"4.16",1545,"1000<d<5000"
"Neuville-en-Ferrain","50.7472","3.1589",9527,"6.18",1542,"1000<d<5000"
"Behren-les-Forbach","49.1744","6.9356",8535,"5.54",1541,"1000<d<5000"
"Homecourt","49.2236","5.9933",6817,"4.44",1535,"1000<d<5000"
"Longueau","49.8708","2.3569",5246,"3.42",1534,"1000<d<5000"
"Yvetot","49.62","0.75",11436,"7.47",1531,"1000<d<5000"
"Liancourt","49.3317","2.4661",7245,"4.75",1525,"1000<d<5000"
"Cappelle-la-Grande","50.999","2.364",8329,"5.46",1525,"1000<d<5000"
"Saint-Nazaire","47.2806","-2.2086",71373,"46.79",1525,"1000<d<5000"
"Decines-Charpieu","45.7694","4.9594",25912,"17.01",1523,"1000<d<5000"
"Villars","45.4697","4.3553",8686,"5.72",1519,"1000<d<5000"
"Ostwald","48.5425","7.7103",10795,"7.11",1518,"1000<d<5000"
"Quincy-sous-Senart","48.6714","2.5407",7888,"5.2",1517,"1000<d<5000"
"Bois-Guillaume","49.4614","1.1092",13370,"8.85",1511,"1000<d<5000"
"Combs-la-Ville","48.67","2.56",21828,"14.48",1507,"1000<d<5000"
"Essey-les-Nancy","48.7067","6.2231",8653,"5.745",1506,"1000<d<5000"
"Port-de-Bouc","43.4058","4.9892",17207,"11.46",1501,"1000<d<5000"
"Saint-Maixent-l'Ecole","46.4136","-0.2069",7832,"5.22",1500,"1000<d<5000"
"Laval","48.0733","-0.7689",51182,"34.2",1497,"1000<d<5000"
"Chateau-Renault","47.5922","0.9103",5240,"3.51",1493,"1000<d<5000"
"Pessac","44.8067","-0.6311",57632,"38.82",1485,"1000<d<5000"
"Saint-Germain-les-Corbeil","48.6205","2.4879",7299,"4.93",1481,"1000<d<5000"
"Villerupt","49.4697","5.9286",9686,"6.56",1477,"1000<d<5000"
"Gradignan","44.7725","-0.6156",23283,"15.77",1476,"1000<d<5000"
"Marignane","43.4217","5.2342",33909,"23.16",1464,"1000<d<5000"
"Saint-Germain-les-Arpajon","48.5946","2.2558",9218,"6.31",1461,"1000<d<5000"
"Saint-Egreve","45.2325","5.6836",16047,"11.0",1459,"1000<d<5000"
"Saint-Herblain","47.2122","-1.6497",43726,"30.02",1457,"1000<d<5000"
"Vernouillet","48.9728","1.9842",9402,"6.48",1451,"1000<d<5000"
"Marly","50.349","3.545",11666,"8.04",1451,"1000<d<5000"
"Sin-le-Noble","50.363","3.113",16729,"11.53",1451,"1000<d<5000"
"Roquebrune-Cap-Martin","43.7628","7.4631",13515,"9.33",1449,"1000<d<5000"
"La Valette-du-Var","43.1383","5.9831",22441,"15.5",1448,"1000<d<5000"
"Villers-les-Nancy","48.6731","6.1547",14386,"9.95",1446,"1000<d<5000"
"Bruay-la-Buissiere","50.4819","2.5486",23621,"16.35",1445,"1000<d<5000"
"Meylan","45.2092","5.78",17772,"12.32",1443,"1000<d<5000"
"Le Coteau","46.0281","4.0875",7000,"4.89",1431,"1000<d<5000"
"Longuenesse","50.7364","2.2383",12018,"8.4",1431,"1000<d<5000"
"Saint-Priest","45.6972","4.9447",42488,"29.71",1430,"1000<d<5000"
"Merignac","44.8386","-0.6436",68386,"48.17",1420,"1000<d<5000"
"Equeurdreville-Hainneville","49.6483","-1.6547",18173,"12.83",1416,"1000<d<5000"
"Saint-Jean de Braye","47.9128","1.9719",19404,"13.7",1416,"1000<d<5000"
"L'Hopital","49.1667","6.7333",5637,"3.99",1413,"1000<d<5000"
"Menucourt","49.0278","1.9819",5197,"3.68",1412,"1000<d<5000"
"Perols","43.5658","3.9511",8484,"6.01",1412,"1000<d<5000"
"Bondoufle","48.6145","2.3807",9548,"6.76",1412,"1000<d<5000"
"Anglet","43.485","-1.5183",38032,"26.93",1412,"1000<d<5000"
"Saint-Aubin-les-Elbeuf","49.2991","1.0127",8165,"5.79",1410,"1000<d<5000"
"Fleury-Merogis","48.63","2.362",9175,"6.51",1409,"1000<d<5000"
"Tournefeuille","43.5853","1.3442",25574,"18.17",1407,"1000<d<5000"
"Rouvroy","50.3942","2.9044",8973,"6.42",1398,"1000<d<5000"
"Wingles","50.4947","2.8561",8273,"5.93",1395,"1000<d<5000"
"Limay","48.9942","1.7367",16005,"11.48",1394,"1000<d<5000"
"Souffelweyersheim","48.6356","7.7417",6281,"4.51",1393,"1000<d<5000"
"Avignon","43.95","4.81",90194,"64.78",1392,"1000<d<5000"
"Saint-Thibault-des-Vignes","48.8689","2.6886",6531,"4.7",1390,"1000<d<5000"
"Nœux-les-Mines","50.4803","2.6656",12256,"8.84",1386,"1000<d<5000"
"Bauvin","50.515","2.8989",5324,"3.85",1383,"1000<d<5000"
"Saint-Victoret","43.4216","5.2342",6536,"4.73",1382,"1000<d<5000"
"Louveciennes","48.8608","2.1172",7404,"5.37",1379,"1000<d<5000"
"Le Mesnil-Esnard","49.4117","1.1428",6965,"5.07",1374,"1000<d<5000"
"Aubergenville","48.959","1.855",12096,"8.83",1370,"1000<d<5000"
"Meyzieu","45.7667","5.0036",31493,"23.01",1369,"1000<d<5000"
"Mondelange","49.2633","6.1694",5610,"4.1",1368,"1000<d<5000"
"Emerainville","48.8108","2.6236",7444,"5.46",1363,"1000<d<5000"
"Saint-Pierre-des-Corps","47.3914","0.7289",15370,"11.28",1363,"1000<d<5000"
"Rungis","48.7483","2.3497",5688,"4.2",1354,"1000<d<5000"
"Villenave d'Ornon","44.7806","-0.5658",28762,"21.26",1353,"1000<d<5000"
"Bouffemont","49.0442","2.3",6099,"4.51",1352,"1000<d<5000"
"Cognin","45.563","5.9",6047,"4.48",1350,"1000<d<5000"
"Cormontreuil","49.2231","4.0528",6238,"4.62",1350,"1000<d<5000"
"Forbach-Boulay-Moselle","49.19","6.9",21954,"16.32",1345,"1000<d<5000"
"Castelnau-le-Lez","43.6369","3.9019",14999,"11.18",1342,"1000<d<5000"
"Dinard","48.6333","-2.0603",10724,"8.0",1341,"1000<d<5000"
"Sainte-Savine","48.2956","4.0497",10100,"7.55",1338,"1000<d<5000"
"Egly","48.5798","2.2218",5282,"3.95",1337,"1000<d<5000"
"Avion","50.41","2.8336",17428,"13.04",1337,"1000<d<5000"
"Pithiviers","48.1725","2.2525",9242,"6.94",1332,"1000<d<5000"
"Petite-Rosselle","49.2122","6.8583",6722,"5.05",1331,"1000<d<5000"
"Libercourt","50.4847","3.0147",8763,"6.6",1328,"1000<d<5000"
"Saint-Pierre-les-Elbeuf","49.2781","1.0414",8429,"6.36",1325,"1000<d<5000"
"Montbrison","45.6083","4.0658",21589,"16.33",1322,"1000<d<5000"
"Villebon-sur-Yvette","48.7002","2.2277",9792,"7.41",1321,"1000<d<5000"
"Longpont-sur-Orge","48.6425","2.2927",6661,"5.05",1319,"1000<d<5000"
"Neuville-sur-Saone","45.876","4.841",7204,"5.47",1317,"1000<d<5000"
"Castanet-Tolosan","43.5164","1.4989",10821,"8.22",1316,"1000<d<5000"
"Saint-Alban","43.6928","1.4156",5603,"4.26",1315,"1000<d<5000"
"Magnanville","48.9681","1.6828",5586,"4.26",1311,"1000<d<5000"
"Saint-Julien-les-Villas","48.2722","4.0983",6895,"5.26",1311,"1000<d<5000"
"Macon","46.3063","4.8313",35393,"27.04",1309,"1000<d<5000"
"Six-Fours-les-Plages","43.1009","5.82",34779,"26.58",1308,"1000<d<5000"
"Hautmont","50.2486","3.9253",16021,"12.27",1306,"1000<d<5000"
"Plan-de-Cuques","43.3478","5.4639",11096,"8.52",1302,"1000<d<5000"
"Achicourt","50.2742","2.7603",7727,"5.94",1301,"1000<d<5000"
"Calonne-Ricouart","50.4875","2.4844",5989,"4.61",1299,"1000<d<5000"
"Coulommiers","48.8247","3.1068",14200,"10.93",1299,"1000<d<5000"
"Gonesse","48.9875","2.4494",26075,"20.09",1298,"1000<d<5000"
"Saint-Mandrier-sur-Mer","43.0833","5.9333",6636,"5.12",1296,"1000<d<5000"
"Villers-Saint-Paul","49.2897","2.4881",6378,"4.93",1294,"1000<d<5000"
"Marles-les-Mines","50.5028","2.5031",5869,"4.55",1290,"1000<d<5000"
"Quievrechain","50.3961","3.6678",6069,"4.71",1289,"1000<d<5000"
"Mourenx","43.3794","-0.6069",7735,"6.0",1289,"1000<d<5000"
"Fecamp","49.76","0.38",19381,"15.07",1286,"1000<d<5000"
"Dreux","48.7372","1.3664",31212,"24.27",1286,"1000<d<5000"
"Vienne","45.5242","4.8781",29077,"22.65",1284,"1000<d<5000"
"Granville","48.8381","-1.6",12687,"9.9",1282,"1000<d<5000"
"Boucau","43.5244","-1.4853",7675,"6.0",1279,"1000<d<5000"
"Ozoir-la-Ferriere","48.778","2.68",19917,"15.58",1278,"1000<d<5000"
"Blagnac","43.6364","1.3906",21556,"16.88",1277,"1000<d<5000"
"Osny","49.06","2.0633",15945,"12.52",1274,"1000<d<5000"
"Henin-Beaumont","50.4217","2.9508",26278,"20.72",1268,"1000<d<5000"
"Harfleur","49.5072","0.1989",5297,"4.21",1258,"1000<d<5000"
"La Queue-en-Brie","48.79","2.5775",11511,"9.16",1257,"1000<d<5000"
"Luneville","48.5894","6.5017",20505,"16.34",1255,"1000<d<5000"
"Villard-Bonnot","45.2389","5.8892",7325,"5.84",1254,"1000<d<5000"
"Bompas","42.7322","2.9339",7129,"5.7",1251,"1000<d<5000"
"Domene","45.2033","5.8397",6607,"5.29",1249,"1000<d<5000"
"Aubiere","45.7517","3.11167",9536,"7.65",1247,"1000<d<5000"
"Hayange","49.33","6.0628",15227,"12.23",1245,"1000<d<5000"
"Le Cres","43.6481","3.9397",7259,"5.84",1243,"1000<d<5000"
"Courrieres","50.4586","2.9481",10682,"8.63",1238,"1000<d<5000"
"Breuillet","48.5658","2.1706",8270,"6.69",1236,"1000<d<5000"
"Jassans-Riottier","45.9861","4.7575",5934,"4.81",1234,"1000<d<5000"
"La Riche","47.39","0.6614",10070,"8.17",1233,"1000<d<5000"
"Le Creusot","46.8014","4.4411",22308,"18.11",1232,"1000<d<5000"
"Cognac","45.7","-0.33",19066,"15.5",1230,"1000<d<5000"
"Louvroil","50.265","3.96",7251,"5.9",1229,"1000<d<5000"
"La Chapelle-Saint-Luc","48.3125","4.0453",12878,"10.48",1229,"1000<d<5000"
"Blois","47.5939","1.3281",45903,"37.46",1225,"1000<d<5000"
"Cugnaux","43.5386","1.3444",15922,"13.01",1224,"1000<d<5000"
"Barlin","50.4558","2.6194",7549,"6.18",1222,"1000<d<5000"
"Houdain","50.4528","2.5381",7698,"6.3",1222,"1000<d<5000"
"Mundolsheim","48.6444","7.715",5122,"4.2",1220,"1000<d<5000"
"Tain-l'Hermitage","45.0717","4.8431",5917,"4.85",1220,"1000<d<5000"
"Saint-Malo","48.6481","-2.0075",44620,"36.58",1220,"1000<d<5000"
"Roncq","50.7544","3.1211",12892,"10.59",1217,"1000<d<5000"
"La Ricamarie","45.4039","4.365",8438,"6.95",1214,"1000<d<5000"
"Mennecy","48.5661","2.4369",13448,"11.09",1213,"1000<d<5000"
"Annecy-le-Vieux","45.92","6.1428",20647,"17.02",1213,"1000<d<5000"
"Le Pouliguen","47.2778","-2.4292",5308,"4.39",1209,"1000<d<5000"
"Montceau-les-Mines","46.6678","4.3697",20033,"16.62",1205,"1000<d<5000"
"Margny-les-Compiegne","49.4269","2.8217",7997,"6.66",1201,"1000<d<5000"
"Eckbolsheim","48.5797","7.6903",6409,"5.34",1200,"1000<d<5000"
"Guebwiller","47.9083","7.2108",11609,"9.68",1199,"1000<d<5000"
"Uckange","49.3031","6.1558",6648,"5.56",1196,"1000<d<5000"
"Ifs","49.1389","-0.3519",10822,"9.06",1194,"1000<d<5000"
"Aulnoy-lez-Valenciennes","50.3319","3.5308",7301,"6.12",1193,"1000<d<5000"
"Courdimanche","49.0353","2.0022",6605,"5.54",1192,"1000<d<5000"
"Lanester","47.7647","-3.3422",21897,"18.37",1192,"1000<d<5000"
"Le Puy-en-Velay","45.0442","3.8858",19976,"16.79",1190,"1000<d<5000"
"Illkirch-Graffenstaden","48.53","7.72",26368,"22.21",1187,"1000<d<5000"
"Saint-Louis","47.59","7.57",19990,"16.85",1186,"1000<d<5000"
"Montataire","49.2561","2.4392",12626,"10.66",1184,"1000<d<5000"
"Nemours","48.2674","2.697",12824,"10.83",1184,"1000<d<5000"
"Sedan","49.7025","4.9411",19219,"16.28",1181,"1000<d<5000"
"Cherbourg-en-Cotentin","49.639","-1.625",80978,"68.54",1181,"1000<d<5000"
"Saint-Cyr-sur-Loire","47.399","0.667328",15930,"13.5",1180,"1000<d<5000"
"Paray-Vieille-Poste","48.7127","2.3637",7242,"6.14",1179,"1000<d<5000"
"Trevoux","45.9411","4.775",6714,"5.71",1176,"1000<d<5000"
"Quetigny","47.3153","5.1069",9615,"8.19",1174,"1000<d<5000"
"Moissy-Cramayel","48.6269","2.5931",16713,"14.28",1170,"1000<d<5000"
"Rochefort","45.9421","-0.9588",25676,"21.95",1170,"1000<d<5000"
"Mamers","48.3517","0.3678",5896,"5.05",1168,"1000<d<5000"
"Lallaing","50.39","3.169",6999,"5.99",1168,"1000<d<5000"
"Notre-Dame-de-Bondeville","49.4892","1.0492",7326,"6.28",1167,"1000<d<5000"
